Lum,BP-RP,Teff
0.182,1.4683,4463.0
1.281,0.9989,5324.48
0.092,2.4863,3475.61
1.678,0.8756,5566.75
0.804,0.9593,5384.33
0.59,1.0191,5314.0
0.595,1.0647,5224.49
0.306,1.306,5002.86
3.053,0.7178,6141.0
1.808,1.0898,5033.49
8.682,0.9762,5345.0
1.057,0.9142,5419.75
0.1,1.8031,3938.8
0.084,1.886,3852.0
1.62,1.0266,5113.14
0.368,1.2151,4871.66
0.397,1.2271,4855.0
2.102,1.0334,5063.84
1.416,0.9962,5344.0
0.439,1.1807,4884.0
0.373,1.0206,5312.33
0.19,1.3957,4562.0
0.039,2.1084,3585.0
3.092,0.8718,5772.0
0.502,1.1547,4863.81
0.229,1.2606,4950.0
0.3,1.1866,4860.05
0.227,1.2734,4883.25
1.258,0.9859,5252.0
0.066,1.9891,3856.13
0.1,1.7369,4472.0
0.986,1.1239,4947.0
1.241,1.1229,5122.64
0.364,1.2159,5052.33
2.248,1.0321,5160.67
0.059,2.0626,3887.52
0.129,1.684,4220.0
2.257,1.0149,5338.5
0.207,1.4422,4569.51
0.939,1.0528,5070.04
0.503,1.1066,4965.92
0.251,1.39,4722.94
0.571,1.1458,4871.0
1.33,1.0114,5264.67
2.008,1.3819,4653.68
0.217,1.3546,4752.91
0.955,1.0189,5325.41
2.361,0.7763,5899.75
1.187,1.0937,5033.52
7.376,0.8524,5759.71
2.927,1.1873,4863.0
0.369,1.193,4894.0
1.389,1.2092,4958.0
0.347,1.2777,4875.8
0.557,1.1395,4984.33
0.106,1.6175,4334.63
0.073,2.0071,3750.33
0.15,1.6549,4189.25
0.646,1.2717,4894.38
0.239,1.4791,4748.23
0.194,1.5197,4513.41
0.275,1.3865,4614.71
0.081,1.9012,3891.0
1.093,1.1231,4928.0
0.179,1.5158,4399.5
1.294,1.1836,4857.25
0.297,1.4433,4391.61
9.062,1.4845,4570.0
0.289,1.3506,4866.8
0.603,1.1632,4858.05
0.598,1.1888,4902.0
2.054,1.1484,4964.0
0.158,1.4437,4746.99
1.879,1.1171,5081.0
0.066,1.8231,4139.72
0.281,1.3846,4618.0
46.661,1.4154,4649.5
0.243,1.137,5011.0
0.035,2.2786,3491.0
0.22,1.2365,4882.0
0.275,1.3814,4957.5
0.614,1.1535,4964.14
2.493,1.0636,5181.11
0.231,1.1163,4934.91
0.849,1.155,4912.0
0.246,1.2974,5005.25
0.203,1.4241,4881.33
0.592,1.1951,4870.19
0.375,1.2813,4783.55
0.392,1.1987,4888.0
0.961,1.1036,4993.0
0.299,1.2498,4993.5
0.346,1.2588,4810.84
0.634,1.4177,4512.96
0.291,1.4393,4441.71
0.24,1.4247,4871.02
0.351,1.2141,4844.35
0.24,1.3432,4887.92
3.372,0.9441,5230.0
0.589,1.17,4886.98
2.522,1.1232,4960.31
2.124,1.2374,4903.98
0.151,1.587,4194.35
0.185,1.5741,4360.53
0.177,1.213,4856.33
0.367,1.5602,4362.0
0.402,1.2362,4879.97
1.609,1.0055,5259.95
0.186,1.4027,4588.82
0.224,1.5807,4363.0
3.255,1.424,4651.82
0.161,1.5238,4421.25
0.289,1.4249,4744.48
0.655,1.2133,4874.81
0.509,1.2387,5024.17
0.763,1.2566,5096.9
1.543,1.1139,5010.25
0.09,2.4263,3361.25
0.151,1.5821,4359.0
0.077,2.091,3622.0
0.326,1.413,4699.25
2.696,0.95,5370.67
2.152,0.8941,5596.0
0.191,1.3756,4862.0
0.158,1.5411,4301.63
0.054,2.1452,3647.72
2.427,1.1282,4969.0
0.196,1.3078,5000.67
0.474,1.2357,4882.0
0.106,1.5207,4508.51
2.172,0.9044,5327.73
51.369,1.2823,4753.13
0.132,1.4504,4654.88
0.265,1.5728,4381.75
0.077,1.8413,3976.64
0.093,1.8193,3910.33
0.308,1.3178,4756.97
4.276,1.3454,4879.78
5.854,1.2807,4775.0
0.301,1.2134,4912.0
0.644,1.0702,5106.09
0.338,1.1637,4921.67
13.386,1.2888,4869.69
1.46,1.0298,5112.46
0.038,2.2875,3476.33
42.48,1.4228,4537.22
2.339,0.9933,5265.5
0.467,1.1846,4865.37
0.828,1.017,5282.46
0.143,1.867,3899.67
0.828,1.0543,5026.3
0.098,1.7753,4082.5
0.462,1.0994,5024.0
0.088,2.0481,3682.0
1.147,0.9713,5347.0
1.685,0.9512,5403.0
0.305,1.4501,4524.82
0.207,1.2942,4807.9
0.085,2.0634,3654.0
0.975,1.0807,5047.5
50.719,1.368,4649.83
1.663,0.974,5343.25
3.377,1.362,4977.98
0.34,1.3593,4839.0
0.383,1.1377,5006.75
2.643,0.9391,5375.0
1.127,1.0784,5046.66
0.167,1.9973,3785.5
0.399,1.2813,4775.0
1.528,1.0554,5040.02
0.371,1.2429,5040.98
0.04,2.4107,3389.0
0.233,1.2365,4937.25
0.188,1.5124,4469.67
1.665,1.057,5476.46
0.064,2.0996,3585.0
0.608,1.2644,4773.75
1.559,1.2301,4970.0
0.215,1.525,4321.0
0.881,1.1188,4926.33
0.2,1.4948,4523.62
0.685,1.1764,4902.0
0.51,1.2362,5113.0
64.424,1.6956,4120.32
0.156,1.3755,4813.97
0.784,1.196,4884.5
0.196,1.3525,4882.0
0.733,1.2225,5011.0
0.316,1.3263,4791.01
5.899,1.3593,4956.0
0.896,1.0421,5316.0
0.223,1.4526,4409.0
2.878,0.8249,5978.0
0.592,1.0718,5006.63
0.402,1.1725,4926.25
0.058,2.1054,3747.0
1.873,0.9266,5407.0
1.038,1.0901,5048.06
0.09,1.6607,4244.25
0.115,1.7341,4387.56
0.103,1.7393,4260.86
0.143,1.7898,4215.83
4.265,0.8954,5557.36
0.114,1.5425,4389.0
5.102,0.8398,5760.0
0.068,1.8924,3991.0
0.784,1.148,4964.0
0.937,1.0214,5296.41
0.335,1.2144,4849.0
0.599,1.1792,4910.67
0.156,1.6182,4395.0
7.23,0.5752,6532.04
0.377,1.1683,4905.23
1.129,1.024,5106.07
0.288,1.5743,4313.0
0.178,1.2078,4900.0
1.655,1.0119,5287.11
0.146,1.2329,4875.91
0.588,1.1447,4973.0
0.49,1.226,4850.04
0.482,1.3804,4499.0
2.376,0.9147,5426.25
0.059,2.1752,3591.0
0.22,1.3511,4860.33
0.087,2.0381,3685.67
0.102,1.6995,4237.0
0.605,1.2838,4859.78
0.14,1.6226,4288.75
0.303,1.4152,4476.5
0.139,1.738,4045.25
0.722,1.2721,5070.0
0.411,1.2946,4838.7
0.534,1.163,4903.1
0.303,1.2087,4928.0
1.75,1.1649,5017.5
1.252,1.0853,5003.84
0.481,1.2096,4889.5
1.462,1.3442,4983.31
1.913,0.9154,5424.0
1.259,1.1807,4882.93
0.148,1.465,4511.81
13.066,1.514,4407.0
0.263,1.2501,4796.6
20.307,0.3364,7645.94
0.322,1.2097,4892.0
0.15,1.664,4101.73
1.199,1.0794,5074.44
0.26,1.3699,4761.67
0.5,0.9959,5340.0
1.345,1.0633,5058.06
0.337,1.9883,3858.0
0.201,1.5257,4433.21
0.09,1.8223,3929.48
0.694,1.209,4923.0
0.553,1.28,4933.48
0.154,1.5427,4357.0
6.162,1.3794,4869.25
0.042,2.3038,3511.0
0.549,1.133,4979.02
0.386,1.2999,4921.52
0.085,1.5854,4334.25
0.485,1.323,4848.74
2.448,0.9437,5238.5
1.234,1.1411,4948.1
0.707,1.3562,4762.25
0.365,1.2091,4900.67
1.795,1.0269,5184.0
0.431,1.2934,4995.38
0.216,1.3214,4776.51
0.501,1.2319,4929.75
1.283,1.0738,4991.67
0.065,1.8459,3903.0
1.346,0.7599,5822.5
0.453,1.2532,4841.62
0.195,1.4514,4399.0
0.074,1.9198,3870.0
27.29,1.3586,4891.91
1.245,1.2007,4895.21
0.203,1.6153,4411.0
0.482,1.3122,4940.24
1.359,1.0617,5108.1
2.595,1.1986,4889.75
1.135,1.1177,4785.88
0.195,1.5839,4281.08
0.781,1.4319,4461.11
0.365,1.3447,4724.48
15.624,0.551,6975.0
2.601,1.4208,4649.75
0.091,1.9814,3761.0
0.072,1.7897,3952.33
0.621,1.2158,4908.0
0.126,1.605,4258.15
1.662,1.0592,5075.71
0.031,2.4055,3417.0
0.651,1.1015,4969.86
0.19,1.3866,4669.14
0.252,1.3482,4943.01
0.126,1.6625,4301.75
2.097,1.1412,4961.33
3.629,1.3,4930.42
4.479,0.9556,5365.0
0.638,1.1207,4948.81
7.632,1.5405,4338.79
0.393,1.1499,4964.0
1.136,0.9639,5260.38
0.157,1.5515,4352.0
0.577,1.1342,4969.65
0.622,1.1351,4948.0
0.812,1.0894,5022.88
0.61,1.0548,5096.33
0.183,1.5551,4456.0
1.589,0.9807,5332.0
0.293,1.3278,4883.38
3.517,0.7232,6306.67
0.624,1.273,4898.59
0.171,1.8276,3922.25
0.884,1.1451,4979.32
0.223,1.3807,4906.94
2.798,0.9557,5774.78
0.233,1.2962,5010.28
0.183,1.6557,4295.0
0.491,1.1591,4941.0
0.401,1.2299,4870.0
0.193,1.4597,4444.78
5.227,0.8225,5826.67
0.422,1.4254,4781.93
0.366,1.2381,4871.0
0.27,1.2927,4972.14
3.957,0.8638,5496.59
1.098,1.0456,5199.33
0.182,1.3462,4952.0
0.062,2.2133,3574.0
0.409,1.2011,4894.01
0.261,1.3023,5023.0
1.117,0.8813,5604.0
0.116,1.7345,4633.63
0.208,1.5624,4314.79
2.346,1.3,4800.0
8.009,1.4774,4453.0
3.447,1.3504,4743.72
0.205,1.3833,4765.84
0.093,2.2685,3796.82
0.731,1.032,5142.0
1.406,0.918,5446.67
1.194,1.0834,5031.88
0.669,1.1377,4869.27
0.237,1.3956,4566.62
0.096,1.5912,4364.0
1.002,1.0652,5058.06
0.209,1.7312,4096.43
1.822,1.0875,5049.49
1.16,1.1243,5006.03
0.135,1.6511,4284.0
0.252,1.49,4474.0
0.459,1.235,4917.02
0.526,1.0097,5365.25
0.142,1.6389,4260.0
0.065,2.2182,3574.0
1.669,1.0337,5090.25
2.594,1.0717,5062.91
1.242,1.1068,4951.52
0.057,2.0469,3760.0
0.246,1.3277,4851.63
0.858,1.2106,4861.77
0.812,1.1536,4969.5
0.851,1.1586,4938.5
0.262,1.0047,5256.5
1.054,1.1073,4902.52
1.229,1.2054,4917.0
6.984,1.0182,5140.37
0.215,1.4385,4467.0
0.225,1.3797,4762.67
0.081,1.6708,4226.0
4.738,0.8903,5719.0
0.17,1.613,4308.67
0.681,1.1684,4932.5
0.216,1.3278,4960.0
0.07,2.4803,3438.5
0.201,1.5278,4405.0
0.51,1.0907,5028.93
2.28,1.1248,4977.0
0.098,1.808,3915.0
0.479,1.3534,4990.54
0.683,1.076,5044.2
0.864,1.0484,5092.68
2.926,0.8742,5917.75
2.153,0.9134,5444.0
1.806,0.9203,5455.0
0.53,1.386,4930.0
0.971,1.0606,5058.06
0.799,1.0831,5014.0
3.214,0.9047,5435.0
0.077,1.8739,3898.86
0.82,1.1199,4946.46
1.341,1.04,5141.25
0.655,1.1121,4957.46
2.403,0.7387,5962.5
0.053,2.0244,3760.03
0.246,1.3392,4935.0
0.64,1.0646,5194.89
4.614,0.8845,5848.5
0.297,1.2812,5001.5
2.019,1.2504,4957.65
0.312,1.1862,4906.67
0.49,1.2014,4882.15
0.099,1.7781,4017.76
0.19,1.5442,4590.13
0.514,1.2049,4972.35
1.078,1.1336,4924.06
1.707,1.0585,5133.97
0.047,2.4294,3454.5
0.077,1.9624,3841.49
0.166,1.4965,4476.0
0.582,1.0873,5003.84
0.215,1.2203,4868.76
0.088,1.9148,4206.0
0.199,1.3953,4561.55
0.731,1.0802,5016.4
0.65,0.9645,5317.65
0.381,1.3084,4822.86
1.623,1.0234,5234.16
3.438,0.9645,5388.0
1.377,1.173,4903.0
0.604,1.2228,4870.0
40.544,1.4344,4503.24
0.548,1.0931,5049.01
0.625,1.066,5289.32
0.256,1.3163,4785.46
1.601,1.0586,5079.7
0.465,1.1648,4883.02
2.189,1.1588,4934.33
0.398,1.2021,4902.14
0.18,1.5652,4412.67
0.167,1.5094,4474.0
0.633,1.1501,4867.52
1.352,1.1646,4901.24
2.91,1.056,5551.39
0.462,1.2997,4901.48
0.196,1.4116,4546.65
0.553,1.1301,5126.83
0.133,1.602,4251.0
0.166,1.8253,3964.0
1.869,1.1211,4970.72
4.684,1.5285,4525.55
0.158,1.6588,4295.0
0.135,1.5544,4323.0
0.493,1.8243,3919.0
0.102,1.887,3992.92
1.391,0.9883,5190.55
0.965,1.212,4875.0
0.133,1.753,3994.0
2.293,1.1186,4917.51
0.215,1.3592,4982.0
4.173,1.0008,5186.0
0.441,1.2386,4904.69
0.634,1.1411,4918.62
0.051,2.5024,3395.0
0.384,1.4111,4476.67
0.133,1.6726,4296.89
3.707,1.4586,4685.67
0.13,1.6773,4256.0
3.6,1.1708,4896.9
0.768,1.1049,5018.0
0.337,1.2944,4833.25
0.237,1.7363,4194.0
0.168,1.4264,4810.0
1.36,1.0237,5246.42
0.219,1.4751,4344.67
0.106,1.8645,4024.0
0.873,1.2131,4879.0
0.166,1.739,4082.91
0.539,1.3819,4660.44
152.184,1.8861,4130.77
0.448,1.3226,4831.0
0.876,1.2492,4868.57
0.106,1.898,3827.0
0.129,1.7601,4227.33
0.639,0.9624,5384.0
0.376,1.4153,4496.73
2.229,1.048,4998.43
1.288,1.0948,5016.94
0.044,2.3461,3674.64
0.413,1.2558,4883.25
6.492,0.7112,6098.46
1.079,1.0209,5114.74
0.089,1.8822,3838.25
0.299,1.4991,4577.0
0.673,1.1773,4900.5
1.063,1.0265,5201.15
0.179,1.4434,4527.69
2.502,0.8743,5926.61
1.307,1.1192,4937.01
0.33,1.3365,4666.12
0.483,1.2272,4882.85
2.217,0.9223,5350.25
0.724,1.0601,5149.17
0.262,1.4613,4421.5
0.079,1.8369,3960.75
0.043,2.1909,3549.25
0.437,1.2508,4951.32
0.755,1.2458,4964.38
0.562,1.295,4925.98
4.246,1.3745,4853.62
0.247,1.2844,5052.38
0.753,1.2958,5000.53
0.359,1.2035,4915.0
0.547,1.185,4895.67
0.15,1.9911,3748.0
0.119,1.7676,3972.0
0.278,1.5037,4367.5
0.13,1.9691,4073.77
0.145,1.7449,4143.0
0.105,1.8193,3939.48
0.164,1.4096,4493.0
0.463,1.1643,4881.5
0.122,1.6326,4325.0
0.119,1.7975,3951.0
1.788,1.0656,5093.14
0.99,1.091,5024.57
0.873,1.228,4941.86
1.226,1.0391,5130.5
0.196,1.6549,4260.98
1.232,1.0388,5192.2
1.331,1.0048,5308.75
0.849,1.0596,5053.52
0.338,1.2875,5106.92
0.715,1.1944,4872.33
2.755,1.0447,5094.5
2.868,1.0347,5191.58
0.398,1.2538,4876.0
0.102,1.9117,3873.0
0.225,1.4221,4699.33
0.82,1.1885,4872.33
0.516,1.0978,5043.5
1.635,1.1999,4887.5
1.483,0.8767,5893.0
2.257,1.183,4895.5
6.314,0.9115,5459.0
0.253,1.3992,4475.0
0.142,1.6162,4271.0
0.34,1.0496,5017.29
1.038,1.1304,4943.25
1.021,1.1314,4969.65
4.535,0.9409,5442.0
3.898,0.8483,5761.0
0.178,1.3748,5012.75
10.35,1.5224,4550.14
0.205,1.2156,4900.17
0.61,1.0783,5009.77
1.579,1.1618,4918.45
0.066,2.0423,3775.0
0.121,1.6261,4455.67
2.19,0.9918,5348.0
0.199,1.8101,3928.0
0.355,1.1949,4882.5
40.37,1.475,4421.62
0.452,1.1266,4980.67
0.202,1.3583,5036.37
0.164,1.783,4109.52
8.859,1.5556,4321.25
0.16,1.4105,4419.0
0.275,1.5184,4385.93
0.234,1.8747,3941.0
2.557,1.0745,5075.56
15.352,1.764,4157.05
0.479,1.4309,4441.8
0.295,1.2554,5048.51
2.665,1.0305,5187.58
1.105,1.111,4993.0
1.209,1.1387,4952.0
0.682,1.229,4895.96
0.147,1.638,4336.32
0.28,1.227,4874.0
0.198,1.3529,4816.23
0.199,1.8712,3883.33
0.464,1.4248,4765.23
0.165,2.0755,3652.75
0.118,1.524,4451.33
0.065,2.1061,3665.0
0.51,1.2676,5035.67
51.562,1.4737,4553.17
0.157,1.7546,3988.67
4.262,0.8655,5534.0
2.278,1.0316,5131.92
0.097,1.7446,4142.0
0.167,1.643,4262.33
1.089,0.9495,5366.5
0.188,1.6121,4244.67
0.2,1.4786,4497.16
3.03,1.0736,5058.06
0.203,1.3611,4849.66
0.098,1.5798,4359.0
0.966,1.1962,4888.5
0.137,2.1424,3598.0
0.395,1.5513,4369.08
0.725,1.1142,4965.21
1.253,1.1426,4875.8
0.814,1.1045,5009.8
3.127,1.2052,4919.22
0.118,1.6233,4333.0
9.892,1.5417,4266.13
0.112,1.9933,3733.0
47.204,1.5411,4392.41
0.09,1.8689,3866.25
0.46,1.3115,4726.58
0.777,1.2206,4861.21
1.867,1.0657,5072.41
0.158,1.7334,4214.23
0.304,1.4047,4488.62
0.306,1.3312,4853.41
0.162,1.5257,4377.67
5.134,1.5619,4362.0
0.288,1.3107,4888.33
0.221,1.5296,4399.25
0.279,1.2707,4868.4
0.204,1.6544,4285.67
0.06,2.0351,4022.1
0.693,1.1726,4879.0
0.212,1.4066,4493.43
0.809,1.2793,4879.33
42.634,1.6067,4173.26
0.066,2.1232,3851.25
41.349,1.3939,4761.21
32.059,1.5518,4422.36
0.471,1.2079,4940.75
0.055,1.9132,3906.89
3.108,0.9592,5350.0
1.707,1.034,5200.0
0.963,1.0218,5324.5
0.229,1.4646,4421.0
0.921,1.1745,4879.0
0.085,1.7003,4190.51
0.326,1.258,5198.0
0.42,1.3587,4779.0
0.071,2.1038,3666.7
3.193,1.2248,4855.0
0.041,2.461,3363.5
0.138,1.8295,3916.0
1.193,1.0512,5090.78
0.049,2.2705,3782.03
0.145,1.5636,4251.17
0.545,1.0477,5051.21
14.701,1.4223,4797.0
0.11,1.7544,3962.0
0.223,1.3755,4700.47
1.209,1.0696,5113.27
0.371,1.3808,4879.0
0.189,1.578,4326.67
0.099,1.7177,4227.0
2.09,1.4395,4406.25
1.781,1.0274,5233.1
0.584,1.1461,4985.1
0.881,1.1197,4937.01
0.098,1.7714,4036.0
0.67,1.174,4913.0
0.227,1.4089,4454.0
2.844,0.847,5790.5
0.592,1.3407,4697.63
3.037,1.4796,4471.25
1.329,1.0621,5058.06
0.04,2.1113,3581.5
0.105,1.6202,4282.0
1.276,1.1204,4986.55
0.465,1.2585,5007.67
0.87,1.1254,4931.88
0.147,1.7008,4264.0
0.631,1.171,4919.0
0.15,1.5317,4333.98
0.202,1.416,4512.96
38.37,1.5557,4292.25
0.092,1.8439,3961.52
0.412,1.238,4928.0
0.177,1.5322,4410.0
0.377,1.4875,4541.67
0.281,1.437,4418.0
0.14,1.7338,4118.0
0.959,1.171,4924.05
0.665,1.1484,4869.27
0.14,1.3762,4797.92
1.593,1.1685,4919.25
0.892,1.2115,4897.67
0.085,1.9497,4162.1
1.22,1.2641,4942.88
0.811,1.1251,4987.0
4.399,0.6827,6487.19
0.04,2.3113,3448.0
0.199,1.401,4534.68
1.987,1.0343,5235.5
4.812,1.0767,5049.21
0.096,1.8218,3922.71
1.612,1.0832,5023.08
0.353,1.3878,4644.35
0.288,1.3899,4456.75
5.001,0.647,6413.86
0.825,1.142,4932.62
0.139,1.7606,4054.0
1.514,1.325,4917.51
1.588,1.9443,3849.95
0.188,1.8778,4777.0
0.383,1.3034,4992.0
5.697,1.5646,4308.84
1.338,1.108,5018.0
0.437,1.2288,4868.5
0.349,1.655,4196.0
0.246,1.8579,3879.33
0.199,1.6224,4333.25
0.377,1.3241,4796.26
0.533,1.3121,4729.31
0.041,2.5054,3543.36
1.115,0.961,5409.25
0.111,1.9053,3851.84
4.881,1.402,4512.96
0.31,1.4236,4414.77
0.273,1.4752,4525.09
0.915,1.2297,4893.0
4.874,1.3901,4626.33
0.188,1.7168,4120.26
41.975,1.4871,4476.0
2.223,1.0905,5033.49
0.149,1.5498,4316.5
0.244,1.4076,4771.33
0.156,1.8104,3937.5
0.107,2.2154,3501.0
1.941,1.1047,5058.16
1.561,1.1213,5122.64
0.269,1.5349,4341.0
0.631,1.1692,4919.0
0.298,1.2488,4972.33
0.098,1.6811,4246.0
0.272,1.3495,4839.2
1.166,1.1312,4968.51
0.119,1.965,4261.1
0.246,1.4448,4479.09
0.12,1.57,4447.0
0.064,2.0452,3956.88
0.603,1.1464,4943.48
0.329,1.1445,4943.0
0.423,1.3084,4826.67
1.049,1.4417,4484.84
0.107,1.6852,4252.0
0.2,2.0547,3700.25
0.895,1.2386,4895.96
4.242,0.9945,5346.5
0.943,1.2441,4889.98
0.224,1.5807,4266.4
0.448,1.2866,4950.5
0.14,1.717,4061.16
0.368,1.3192,4821.49
0.132,1.7018,4203.67
15.138,1.644,4277.0
0.497,1.1527,4986.0
0.165,1.5747,4328.69
1.461,1.1037,4923.41
1.229,1.2327,4924.25
2.755,1.1055,4975.0
1.122,1.2642,4883.25
0.488,1.3119,4726.58
0.843,1.2503,4840.67
1.541,1.2251,4852.73
0.94,1.176,4896.55
0.251,1.3236,4844.85
0.146,2.1329,3861.75
28.578,1.5767,4396.0
0.301,1.7237,4074.39
0.897,1.2323,4947.67
0.739,1.2463,4827.14
0.238,1.4335,4471.88
0.889,1.1623,4844.49
34.008,1.5836,4492.89
0.486,1.2577,4810.84
0.814,1.0946,4908.14
0.135,1.7893,4021.32
0.278,1.441,4441.71
0.693,1.5878,4393.54
0.268,1.3879,4524.67
0.104,1.637,4281.5
0.753,1.2471,4933.67
0.327,1.4904,4494.0
7.176,0.5017,7096.66
0.32,1.1703,4896.9
0.46,1.2191,4915.75
0.128,1.6275,4297.55
0.221,1.5687,4352.11
0.6,1.1072,5040.02
2.782,1.1338,5005.91
0.057,2.1495,3713.81
0.789,1.3856,4909.23
0.71,1.254,4868.5
1.84,1.0187,5333.06
0.367,1.6286,4269.0
0.3,1.557,4415.0
0.702,1.0923,5037.0
0.673,1.2478,4947.13
0.215,1.6627,4288.75
0.095,1.9742,4106.55
1.09,1.0314,5188.57
0.143,1.5058,4636.08
0.142,1.6422,4243.0
13.877,1.6157,4328.26
0.3,1.425,4450.83
0.513,1.1627,4922.71
0.298,1.3294,4796.67
0.081,2.0052,3729.5
0.112,1.6238,4380.56
1.79,1.1938,4887.49
0.128,1.626,4379.0
0.297,1.5203,4622.66
2.789,0.9287,5502.92
0.772,1.19,4886.0
0.155,1.6979,4097.5
0.088,1.8875,4075.95
0.461,1.3451,4743.72
1.175,1.251,4861.0
0.178,1.557,4377.0
0.134,1.7303,4036.75
1.568,1.169,4905.0
0.829,0.9166,5420.25
0.189,1.4404,4454.48
1.903,1.0834,4996.26
1.914,1.4,4526.06
0.191,1.5545,4314.82
0.205,1.2683,5037.97
0.753,1.2169,4854.0
1.09,1.2705,4843.71
0.125,1.7181,4432.21
0.242,1.5044,4431.49
0.098,2.1473,3598.0
0.63,1.1985,4889.67
0.226,1.4836,4431.0
0.208,1.4707,4536.33
35.882,1.6358,4101.06
0.149,1.5914,4370.0
1.091,1.1561,4940.0
11.891,1.2052,4913.0
0.129,1.7414,4116.5
0.444,1.0754,4992.63
7.142,0.7662,5873.5
1.329,1.1825,4857.25
1.013,0.8547,5552.97
2.727,1.4934,4425.0
0.827,1.2122,4888.5
0.393,1.0194,5128.9
1.414,1.0065,5327.0
1.466,0.9904,5335.0
1.21,1.1534,4948.25
0.281,1.4164,4643.03
0.199,1.4827,4454.0
0.05,2.47,3391.33
0.14,1.6859,4235.67
0.206,1.5478,4319.75
0.065,2.0226,3693.75
0.568,1.0711,5047.5
0.146,1.8473,3901.0
1.869,1.6733,4315.73
0.96,1.2236,4876.77
0.281,1.5935,4311.0
0.647,1.221,4852.0
0.394,1.2508,4884.08
0.838,1.35,4713.26
4.299,1.1253,4969.0
0.066,1.9985,3842.0
0.332,1.6422,4265.0
1.84,1.2292,4868.5
0.354,1.3942,4582.17
2.532,1.1591,4848.29
2.571,1.1054,4906.0
11.74,0.9359,5292.17
0.78,1.2328,4889.0
0.093,1.9693,3729.67
0.184,1.3245,4822.44
0.358,1.6254,4295.33
1.329,1.1377,5001.25
0.441,1.2621,4779.28
0.119,1.6195,4587.62
0.3,1.4083,4488.62
1.076,1.0603,5090.78
1.582,1.1897,4861.0
1.309,1.0993,4923.41
0.713,1.1059,4945.24
0.335,1.0431,5137.25
0.185,1.4802,4388.86
0.675,1.0742,5176.7
0.072,2.377,3532.0
0.063,2.0418,3952.0
1.418,1.1351,4940.5
1.316,1.0696,5090.29
1.83,1.3424,4953.0
0.759,1.2957,4857.53
3.097,1.2961,4862.21
0.237,1.5499,4280.5
0.342,1.5197,4354.87
0.297,1.4978,4461.61
0.374,1.2284,4876.54
1.786,1.1608,4863.7
0.043,2.1652,3604.75
0.722,1.1535,4961.0
3.935,1.4971,4371.37
0.356,1.2417,4882.0
0.819,1.275,4866.29
0.828,1.2736,4940.0
1.979,1.0252,5274.47
2.523,0.9243,5403.0
0.831,1.1374,4918.18
0.259,1.3635,4598.62
0.353,1.2156,4873.0
0.716,1.1487,4964.0
0.3,1.4298,4468.0
0.075,1.9031,3866.67
0.378,1.2794,4843.71
0.7,1.3,4827.38
2.291,1.3284,4790.91
0.187,1.4797,4748.23
0.06,2.1963,3572.0
0.522,1.5546,4347.0
2.275,1.2415,4942.37
0.218,1.4557,4441.58
0.678,1.1518,4942.5
0.059,2.1008,3824.7
0.287,1.3912,4570.0
0.16,1.6709,4256.0
0.094,1.796,3933.0
0.132,1.8067,3915.0
0.103,1.6577,4395.41
0.064,2.2836,3669.0
0.062,2.3008,3668.39
0.353,1.3885,4537.57
0.825,1.3553,4753.07
0.887,1.2531,4837.63
0.179,1.805,3927.0
5.901,0.5718,6574.07
1.481,1.3357,4672.38
2.062,1.1701,4886.98
0.621,0.9524,5378.0
1.241,1.3528,4732.18
0.157,1.6473,4278.0
0.492,1.2608,4810.84
0.13,1.6318,4208.5
9.596,1.2904,4879.93
0.307,1.502,4371.75
7.008,1.2975,4546.0
0.835,1.2101,4935.0
3.108,0.8923,5574.0
1.498,1.1937,4882.43
0.763,1.3209,4799.81
0.448,0.9746,5328.0
0.226,1.6422,4366.0
0.12,1.5822,4350.0
0.209,1.7324,4218.56
0.651,1.3072,4857.74
0.065,1.9753,3717.33
0.161,1.6288,4343.0
0.376,1.5803,4222.0
0.233,1.8999,3923.95
0.321,1.6451,4204.05
0.918,1.4891,4431.0
0.167,1.8574,3891.33
1.647,1.4604,4421.25
0.629,1.4939,4428.0
0.586,1.4041,4519.31
0.383,1.5051,4408.62
0.358,1.5336,4448.5
0.149,1.779,4176.12
0.666,1.2967,4837.23
0.187,1.5888,4352.0
0.123,1.7642,4071.28
0.14,2.1528,3968.35
0.103,2.0007,3709.0
0.921,0.8403,5764.25
1.548,1.3329,4927.19
0.048,2.2266,3630.25
0.289,1.4416,4585.12
0.209,1.4735,4557.67
0.64,1.284,4991.87
1.481,1.2779,4973.87
5.259,1.6714,4207.0
0.503,1.3816,4701.21
0.41,1.363,4843.83
0.412,1.4404,4716.0
0.165,1.6294,4377.97
0.458,1.5082,4354.67
0.295,1.1609,4933.0
0.746,1.4003,4744.87
0.057,2.2387,3748.7
0.549,1.2586,4877.47
0.257,1.4338,4426.0
2.42,1.2689,4883.0
1.143,1.4792,4788.23
0.39,1.337,4699.93
0.434,1.4415,4422.75
3.279,1.4097,4444.0
0.061,2.0658,3806.02
1.823,1.215,4922.33
0.278,1.6704,4287.0
1.206,1.3451,4872.97
0.864,1.4508,4415.04
2.036,1.1993,4875.58
3.037,1.3039,4873.84
0.039,2.2302,3544.5
0.529,1.2203,4862.56
0.995,1.1491,5142.77
1.548,1.075,5042.0
0.068,2.0442,3686.75
0.203,1.5646,4358.0
3.005,1.7055,4042.09
0.272,1.4866,4481.0
3.578,1.5203,4373.47
0.226,1.6406,4254.0
