Lum,BP-RP,Teff
1.161,1.2897,4879.93
0.421,1.7205,4020.33
0.474,1.3247,4841.5
0.097,1.8915,3871.0
9.307,1.5553,4308.76
0.851,1.2641,5028.76
0.195,1.451,4478.0
0.235,1.3393,4776.51
1.193,1.0043,5175.0
0.675,1.0912,5022.88
0.072,2.0063,3761.0
1.786,1.1817,4854.75
1.933,1.0241,5183.0
0.065,2.1198,3741.12
0.439,1.2474,4852.0
0.723,1.1267,5126.83
14.863,1.5145,4442.62
0.274,1.3235,4833.0
0.178,1.8768,3772.75
0.688,1.5092,4408.0
0.646,1.0932,4923.41
1.131,1.1602,4932.5
0.595,1.2435,4859.0
1.177,1.0483,5193.35
0.364,1.3381,4725.58
0.282,1.2503,4838.15
0.157,1.7008,4237.98
2.405,1.6285,4231.0
0.901,1.2281,4855.0
0.401,1.4337,4546.53
0.226,1.6743,4271.5
5.256,1.0645,5044.3
1.482,1.16,4926.35
0.256,1.4754,4830.82
0.061,2.1385,3686.69
4.139,1.0206,5172.05
0.238,1.3986,4418.77
0.247,1.3506,4683.42
5.969,1.5097,4485.95
0.628,1.2577,4841.0
0.24,1.5335,4521.37
0.219,1.563,4413.33
0.101,1.8916,4186.04
2.245,1.1703,4920.14
0.303,1.395,4465.04
2.6,1.507,4462.67
0.137,1.7101,4073.32
0.328,1.2341,4889.0
0.545,1.2876,4774.12
0.941,1.1824,4890.0
2.148,1.2235,4876.67
21.727,1.7127,4132.0
0.095,1.9399,3832.0
0.487,1.2327,4888.1
0.136,1.2573,4843.82
0.155,1.4655,4415.5
0.075,1.8381,4026.5
1.537,1.104,5003.92
0.173,1.6203,4738.57
0.38,1.3034,4827.59
0.296,1.3902,4547.58
0.139,1.9128,3808.81
2.429,1.0788,5018.49
0.117,1.7617,4115.75
0.297,1.4942,4428.92
0.753,1.2028,4873.0
36.303,1.5394,4254.0
1.391,0.9329,5418.75
0.246,1.4525,4448.63
4.744,0.9756,5343.03
0.574,1.2139,4916.48
0.198,1.4203,4661.29
0.522,1.5277,4369.0
0.348,1.2663,4916.0
1.451,1.0269,5312.0
1.185,1.1418,4851.41
3.104,0.9685,5293.33
4.556,1.3821,4546.0
0.134,1.5171,4491.34
0.182,1.2978,4775.0
0.267,1.4367,4503.75
3.78,1.1172,4944.25
0.117,1.6028,4337.39
0.185,1.586,4157.3
1.593,1.0809,5008.2
0.075,2.0849,3999.46
0.615,1.184,4875.78
0.2,1.3815,4886.0
0.108,1.7617,4084.0
0.528,1.1553,5020.73
5.964,0.9871,5192.14
0.248,1.2911,5022.0
0.552,1.2022,4917.67
0.292,1.5131,4319.33
0.13,1.7139,4225.0
0.36,1.3096,4822.86
0.14,1.7097,4175.18
4.199,1.0398,5096.67
0.759,1.2279,4861.0
0.087,1.8117,3986.25
1.14,1.0534,5149.17
1.151,1.1688,4906.33
0.561,1.2842,4960.29
2.412,1.2123,4865.33
0.167,1.4536,4456.0
1.193,1.1233,5039.62
0.778,1.0867,4999.65
0.227,1.4531,4435.69
1.837,1.0308,5152.72
0.944,1.0,5170.81
1.504,1.1614,4957.0
14.408,1.5654,4318.68
0.322,1.4525,4522.18
0.182,1.4066,4488.62
3.062,1.0338,5149.0
0.4,1.1688,4895.93
0.232,1.4079,4828.0
0.296,1.3103,4793.96
0.945,0.9411,5112.5
0.728,1.0328,5055.34
0.276,1.204,4895.0
0.606,1.0861,4979.02
0.511,1.2508,4871.67
1.37,1.0696,5075.0
0.612,1.3389,4666.99
0.226,1.5503,4356.75
0.707,1.2282,4865.0
0.178,1.439,4435.84
1.055,1.2523,4879.87
2.063,1.1378,4868.07
1.518,1.1874,4885.31
0.147,1.7656,3985.0
0.95,1.16,4931.0
0.574,1.2731,4883.25
0.06,2.0337,3721.33
0.194,1.5345,4366.75
3.516,0.8407,5784.25
0.57,1.2067,4934.0
1.445,1.2299,4907.27
0.053,2.0464,3767.49
0.074,2.1265,3617.75
0.159,1.7635,4128.29
0.784,1.2396,5006.99
1.19,1.2407,4907.27
0.931,1.0655,5058.06
34.407,1.5371,4341.32
2.198,0.674,6192.5
0.323,1.3067,4844.34
0.152,1.5197,4392.5
0.143,1.7263,4189.61
0.169,1.4445,4649.83
1.476,1.0302,5169.0
0.186,1.4998,4429.92
2.394,0.9464,5308.5
0.525,1.0805,5076.85
0.397,1.563,4406.75
0.8,0.9555,5379.58
0.256,1.4045,4476.26
0.659,1.0497,5185.0
0.241,1.2596,5028.0
1.664,0.816,5809.0
0.283,1.2844,4827.5
1.61,0.9675,5220.0
0.142,1.7063,4119.33
42.311,1.3842,4562.71
0.567,1.1182,5001.32
1.391,0.9236,5377.0
0.27,1.2804,4911.92
0.119,1.7802,4374.61
2.347,0.9135,5427.0
1.836,0.8449,5754.25
3.927,0.9377,5144.25
0.541,1.0206,5177.5
3.166,1.0672,5056.63
0.776,1.0589,5080.15
0.085,1.9413,3841.5
0.92,1.2862,4913.33
114.831,1.7394,4126.95
0.636,1.2654,4830.75
0.345,1.3336,4676.55
0.288,1.3001,4829.06
0.551,1.234,4917.33
0.121,1.7209,4129.67
1.232,1.186,4849.0
0.204,1.4042,4595.84
1.227,1.1554,4908.44
0.423,1.3032,4886.86
0.096,1.6857,4220.99
0.244,1.418,4628.88
0.767,1.0806,4999.65
0.487,1.2341,4897.67
0.255,1.4951,4391.33
1.346,1.0441,5086.56
2.87,1.2075,4904.67
2.743,1.1038,5018.0
0.119,1.8924,3856.12
6.131,1.5067,4428.0
37.19,1.6808,4143.83
0.084,1.6703,4211.0
0.204,1.3999,4853.0
2.436,1.4004,4510.67
0.423,1.3108,4726.58
0.771,1.0103,5298.0
0.346,1.3202,4793.96
0.285,1.2973,4899.35
1.188,1.1106,4982.0
1.346,1.0831,5058.95
0.298,1.4231,4646.67
3.435,1.0525,5163.91
0.106,1.8242,3934.33
0.303,1.2737,4856.75
1.61,1.0752,5054.53
0.202,1.3906,4711.62
0.452,1.4971,4397.0
2.688,1.0013,5209.21
0.436,1.4963,4451.0
1.707,1.027,5224.29
0.281,1.2648,4966.88
0.071,2.0016,3670.67
0.07,1.9016,3897.35
0.193,1.4259,4699.0
1.253,0.9635,5352.0
0.384,1.146,4864.33
0.289,1.2822,4839.0
0.258,1.6348,4348.26
0.611,1.132,4974.0
0.236,1.2598,5015.0
0.083,1.9953,3810.27
5.32,1.2743,4975.34
0.117,1.6704,4201.0
0.386,1.3996,4432.75
6.591,1.3761,4514.31
1.295,1.069,5316.62
0.238,1.4096,4865.33
0.457,1.3106,4905.75
0.091,1.9915,3881.78
0.093,1.7703,4200.91
2.974,1.0811,5109.53
0.215,1.3766,5006.0
0.083,2.2374,3653.67
1.684,0.7377,6231.49
4.238,0.7534,5930.0
0.093,1.7632,4158.0
0.054,2.1529,3879.33
0.29,1.1338,4953.0
0.287,1.3479,4728.16
0.044,2.3055,3479.0
0.705,1.1596,4939.87
0.716,1.033,5097.18
0.551,1.1958,4901.0
0.357,1.4405,4494.0
0.2,1.3379,4933.0
1.218,0.9589,5365.0
0.153,1.4582,4497.0
227.652,1.8646,4091.95
30.333,1.5961,4229.37
2.241,1.0084,5298.0
0.3,1.3901,4981.41
0.196,1.5221,4369.36
1.207,1.0319,5149.0
0.089,1.9104,3794.0
4.011,0.675,6191.12
0.865,1.2039,4898.0
0.638,1.2084,4915.0
1.56,1.1722,4909.0
0.077,1.9685,4003.88
0.203,1.8148,3994.5
1.083,0.9908,5252.0
2.479,1.0078,5216.5
0.729,1.2228,4869.0
2.587,1.0112,5377.0
1.838,1.0666,5076.65
2.002,1.0159,5178.0
0.51,1.2004,5000.0
0.181,1.5663,4300.0
0.123,1.827,4019.46
0.758,1.0648,5224.49
2.868,0.9375,5229.8
0.283,1.3003,5105.75
0.206,1.358,4806.47
0.099,1.807,4032.63
0.071,1.8027,4142.32
0.72,0.9571,5381.0
0.819,0.9735,5357.0
2.905,1.0221,5281.92
1.457,1.1386,4979.5
0.386,1.337,4925.59
3.526,1.261,4885.0
0.508,1.1452,4982.0
0.946,1.0611,5246.17
0.615,1.0421,5142.0
21.068,1.3828,4909.74
1.391,1.028,5115.91
0.925,0.977,5350.33
1.517,0.9187,5449.0
0.101,1.6159,4253.52
0.393,1.2841,4761.86
0.125,1.641,4270.75
5.425,0.5397,6778.98
0.13,1.591,4328.0
3.553,1.0586,5110.19
0.226,1.4307,4552.4
0.221,1.5147,4422.0
0.219,1.5025,4532.0
0.112,1.7272,4186.15
0.242,1.4587,4511.22
0.156,1.5299,4405.5
2.99,1.2222,4849.0
0.064,2.3367,3953.99
0.504,1.1508,4947.75
0.389,1.1172,4908.88
0.03,2.4268,3350.5
0.687,1.171,4945.0
0.195,1.3641,4734.25
0.067,2.0359,3695.75
0.801,1.0929,5048.44
0.604,1.0844,5076.75
0.207,1.546,4416.44
0.535,1.2633,5035.0
0.561,1.1374,4887.14
2.015,1.0691,5117.1
0.893,1.0367,5063.84
0.488,1.038,5153.85
0.36,1.2663,5099.18
0.773,1.0026,5232.57
0.301,1.2231,4904.5
0.701,1.0324,5195.46
1.271,1.062,5096.33
1.619,1.0949,4936.87
0.5,1.1169,5001.75
0.043,2.1488,3598.0
0.247,1.4369,4430.15
0.867,1.0625,5100.06
27.745,1.5298,4330.79
1.991,0.7637,5915.45
0.193,1.5977,4314.0
0.216,2.2434,3526.5
0.094,1.82,4143.85
0.099,2.0492,3858.32
0.138,1.569,4307.26
0.317,1.1985,4901.0
2.395,1.0305,5211.81
0.135,1.3192,4806.72
0.243,1.5575,4356.88
0.998,1.053,5404.0
0.062,1.9289,3975.67
0.078,1.8127,3917.5
0.205,1.6031,4297.5
0.307,1.176,4923.88
0.967,1.0964,5037.33
0.313,1.7134,4167.67
0.282,1.2299,4881.95
0.74,1.1351,4975.5
0.183,1.3506,4878.95
0.427,1.2781,4803.74
0.736,1.0227,5263.07
1.434,1.1548,4980.0
0.675,1.1436,4971.0
0.178,1.7021,4131.5
0.258,1.3404,4927.0
4.152,1.1475,5037.02
0.588,1.2126,4891.5
0.964,1.2461,5062.49
0.157,1.4214,4654.66
0.125,1.9029,3843.25
0.934,1.0612,5105.5
0.39,1.0401,5192.2
0.085,1.8122,3960.0
69.555,1.578,4338.0
0.753,1.0201,5204.67
0.861,1.0029,5342.33
0.275,1.3227,4830.66
0.336,1.1981,4894.54
9.499,1.499,4456.0
1.563,1.1883,4846.09
0.439,1.2207,4870.06
0.217,1.2996,5169.05
1.083,1.1261,4971.32
0.579,1.385,4729.02
0.222,1.3299,4768.5
0.055,2.2251,3832.32
1.015,1.118,4927.67
1.575,1.1728,4905.75
0.242,1.4254,4462.12
0.157,1.5919,4398.0
1.793,1.0573,5058.06
0.121,1.7133,4137.4
0.162,1.6043,4344.0
0.405,1.1659,4961.59
0.806,1.2778,5012.0
1.402,1.0778,5035.93
0.163,1.369,4957.16
1.109,1.0888,5039.46
0.661,1.2215,4864.31
0.187,1.3483,4743.72
0.464,1.2501,4929.79
0.11,1.8163,3905.5
0.122,1.7924,3979.33
0.167,1.4933,4428.0
0.606,1.1934,4920.0
0.629,1.2213,4857.33
0.255,1.2962,5011.67
1.842,1.0193,5251.0
0.426,1.1351,4898.5
0.332,1.1239,4977.0
0.292,1.2503,4877.35
0.659,1.1172,4932.19
2.527,1.1369,5025.63
0.103,1.6575,4264.33
0.09,1.7769,4010.25
1.809,0.9614,5384.0
0.861,0.9848,5326.25
1.957,1.0438,5110.88
0.973,1.1133,4986.44
0.542,1.095,4949.2
1.307,1.0559,5050.05
0.275,1.3673,4705.37
1.359,1.0047,5318.33
0.334,1.1765,4920.0
0.056,2.0446,3705.5
3.004,0.9188,5448.25
0.031,2.4506,3386.0
0.791,1.007,5332.0
2.141,1.0965,4923.41
0.759,1.0355,5175.49
5.981,0.8472,5813.0
0.348,1.2076,4920.67
0.292,1.3181,4974.0
2.471,0.9525,5380.0
1.098,1.0568,5107.75
2.137,1.0101,5333.0
0.164,1.3475,4897.0
0.926,1.0621,5096.33
0.76,1.0747,5073.68
0.983,1.0665,5084.87
0.053,2.0769,3749.5
0.761,1.216,4845.39
0.087,1.8546,4008.67
0.308,1.6529,4245.3
0.291,1.3696,4770.0
0.543,1.256,4953.99
3.649,0.9647,5386.0
0.217,1.3213,4954.8
0.883,0.9582,5320.0
0.509,1.0554,5040.02
2.132,1.1971,4885.25
0.334,1.1555,4940.0
0.931,1.1216,5122.64
2.005,1.0436,5093.0
0.156,1.6535,4196.37
0.096,1.5949,4408.0
0.565,1.1739,4903.1
0.664,1.2257,4874.0
0.226,1.3783,4807.0
0.099,1.8844,3966.5
14.089,1.6047,4296.0
3.827,1.2999,4800.0
0.171,1.5593,4338.33
0.201,1.4577,4459.84
0.257,1.3764,4977.36
2.682,1.392,4811.17
0.59,1.237,4886.0
1.682,1.1413,4974.33
0.217,1.4989,4412.0
0.227,1.3224,4918.67
1.372,1.0244,5218.5
1.195,1.1237,4960.25
0.17,1.6277,4224.0
1.454,1.0778,5042.6
0.069,1.855,3965.73
0.171,1.4995,4374.33
0.416,1.3585,4953.0
0.313,1.3777,4885.0
0.184,1.9533,3815.15
0.277,1.2773,4938.12
0.37,1.4123,4433.01
0.261,1.2669,5023.56
0.73,1.1901,4888.0
21.537,1.622,4333.0
0.175,1.5849,4331.0
0.45,1.2622,4932.43
0.445,1.2673,5080.25
0.381,1.2475,4901.49
3.577,1.5402,4634.58
0.496,1.514,4497.0
0.386,1.217,4908.0
0.656,1.087,5005.88
32.129,0.5515,6682.67
0.17,1.5437,4352.58
0.165,1.4364,4545.57
0.725,1.0205,5324.0
0.231,1.2736,5111.0
0.474,1.2194,4959.79
0.626,1.3705,5000.25
0.281,1.3846,4818.12
6.422,1.3113,4726.58
0.494,1.3301,4768.5
0.51,1.0508,5692.0
0.261,1.3514,4995.84
0.114,1.8396,3964.0
0.247,1.4145,4799.0
0.472,1.2504,4837.63
17.956,1.3842,4720.06
0.32,1.4327,4445.11
47.7,1.3749,4761.98
0.32,1.2577,5078.0
0.209,1.6521,4199.67
2.372,0.8561,5782.0
63.271,1.7446,4154.96
0.188,1.4127,4629.33
0.151,1.4858,4500.75
0.18,1.6118,4239.33
0.401,1.3234,4756.96
1.603,1.0891,5025.49
0.338,1.2529,4867.66
0.18,1.7019,4172.64
0.167,1.2325,4940.33
0.113,1.6501,4212.08
1.251,0.942,5435.0
2.363,0.8883,5601.03
0.339,1.1538,4991.41
1.117,1.0059,5325.0
0.239,1.4662,4432.0
1.625,1.0384,5154.61
3.017,1.0802,5025.72
5.67,0.9935,5318.41
0.185,1.3594,4830.03
2.357,1.0559,5395.4
0.373,1.2079,4929.74
0.996,1.1923,4877.5
0.305,1.1489,4928.0
0.149,1.7186,4241.25
3.711,1.0489,5183.88
0.21,1.6749,4276.0
0.597,1.1677,4910.5
1.208,1.1239,4977.0
0.32,1.2865,4809.0
0.086,2.0862,3636.5
0.123,1.678,4279.0
1.049,1.0984,4928.86
3.658,1.3702,4770.0
0.116,1.7063,4144.0
0.377,1.4194,4564.05
3.044,1.3433,4763.75
0.102,1.999,3688.0
0.132,1.4357,4545.57
1.334,0.9994,5183.3
1.938,1.1036,4953.0
1.408,1.0863,5008.72
0.902,1.2388,4923.96
1.592,0.9727,5299.22
0.059,2.4679,3654.35
0.739,1.1207,4922.33
0.096,1.8406,4089.5
0.745,1.0354,5112.0
0.248,1.3515,4874.0
0.418,1.0706,5057.02
3.952,1.0776,5194.0
0.124,1.6112,4327.43
1.844,1.0514,5100.06
0.324,1.3081,5005.0
0.497,0.9721,5376.0
0.203,1.3098,4917.51
0.445,0.8925,5445.85
0.266,1.6667,4452.88
0.084,1.8555,4092.33
0.221,1.3781,4562.84
0.548,1.1395,4928.35
0.782,1.065,5165.99
7.915,1.4529,4719.06
0.507,1.0893,5046.95
0.18,1.3822,4974.69
0.554,0.9111,5463.94
1.134,1.0214,5172.5
0.069,1.96,4029.49
0.322,1.3859,4757.33
0.684,1.0312,5147.22
0.042,2.3091,3479.0
1.656,0.8342,5727.97
0.544,1.1188,4956.0
0.4,1.2134,4892.0
0.35,1.4081,4428.0
1.966,1.0023,5169.13
1.602,1.0084,5225.0
0.28,1.263,4940.37
2.254,1.316,4846.67
0.135,1.6787,4225.25
0.113,1.5432,4495.0
0.496,1.1329,4961.0
1.793,0.8056,5845.33
1.8,1.0817,5044.2
0.13,1.66,4340.0
0.692,1.0611,5083.24
1.476,1.267,5049.34
0.195,1.4015,4696.25
0.213,1.3558,4965.0
0.365,1.1814,4850.25
0.396,1.2589,5057.35
1.03,0.8268,5788.0
0.18,1.5671,4428.75
0.692,1.2514,4937.18
0.827,1.1645,4913.6
1.297,1.1071,5014.99
0.421,1.2263,4849.0
0.969,0.8672,5602.33
13.127,1.6656,4218.05
0.269,1.4155,4807.5
0.475,1.1627,4911.67
0.348,1.2966,4915.75
0.162,1.6254,4371.67
0.099,1.8557,4010.25
0.063,1.9598,3918.45
0.169,1.3993,4515.39
0.125,1.6052,4325.0
15.48,1.5817,4324.97
0.256,1.5065,4407.67
0.491,1.2833,4966.57
0.097,1.7217,4177.0
1.493,1.1263,4970.54
2.34,1.1232,4904.1
0.241,1.3224,5006.0
0.734,1.2032,4917.0
0.157,1.5153,4420.7
128.738,1.4645,4486.97
0.218,1.5414,4358.0
1.31,1.2485,4885.55
1.282,0.9902,5186.73
0.151,1.7104,4134.0
0.424,1.5457,4636.87
1.395,1.1179,4919.17
0.157,1.6475,4204.05
0.28,1.4683,4403.67
3.194,0.9533,5378.0
0.328,1.4909,4499.49
77.518,1.7086,4103.59
51.83,1.4948,4364.25
0.395,1.2223,4866.0
1.035,0.9492,5296.95
0.392,1.3172,4927.37
0.25,1.5975,4306.04
2.691,1.0734,5046.44
47.701,1.3726,4898.0
0.111,1.6162,4254.0
0.218,1.4464,4478.26
0.094,1.6849,4247.0
24.399,1.3439,4604.78
2.369,0.9886,5320.0
0.733,1.1145,5001.0
0.214,1.4096,4865.33
0.095,1.8075,3932.25
0.209,1.4409,4420.31
0.15,1.7696,4127.87
0.213,1.4968,4374.75
1.648,1.2886,4991.75
0.055,2.2986,3488.0
0.085,1.8094,4076.69
0.885,1.0944,4978.13
20.408,0.3324,7889.0
0.238,1.3642,4763.55
0.475,1.1083,4985.67
0.288,1.367,4705.37
1.673,1.2271,4866.67
0.191,1.77,3970.25
0.247,1.3095,5017.91
0.266,1.5802,4369.33
0.079,1.8493,4035.33
1.069,0.8648,5474.87
2.66,1.0078,5272.31
1.53,1.1914,4915.75
1.573,1.2018,4893.25
1.879,1.0433,5192.2
2.439,1.2225,4854.14
0.713,1.4309,4481.5
1.241,1.2159,4896.62
0.219,1.7284,4108.0
0.295,1.4137,4836.0
1.189,1.1369,4934.0
0.809,1.0734,5077.0
0.675,1.1967,4902.0
0.148,1.6035,4246.6
0.388,1.4584,4441.48
1.407,1.0895,5007.21
0.948,1.0451,5491.5
2.367,1.2872,5093.0
45.165,1.4053,4538.6
0.892,1.1051,4975.7
0.376,1.1403,4967.5
0.237,1.467,4385.33
0.865,0.9928,5352.67
0.601,1.0828,5054.57
0.247,1.2692,5110.0
0.121,1.6537,4288.26
5.309,1.1601,4980.3
1.536,1.2258,4995.73
0.408,1.2455,4893.0
18.498,1.7274,4017.13
2.176,0.9998,5188.5
0.183,1.5791,4298.67
0.351,1.3856,4638.1
2.313,1.0692,5086.67
0.324,1.2431,4987.0
1.032,1.0196,5170.81
0.156,1.5612,4380.13
0.469,1.2199,4862.75
0.241,1.3095,4992.75
0.272,1.5296,4367.45
3.024,1.0595,5077.19
106.718,1.8427,3933.3
0.762,1.1742,4945.44
0.345,1.1853,4896.33
2.41,1.1658,4914.5
3.934,1.2594,4836.94
0.285,1.4045,4805.17
0.267,1.3008,4856.32
1.21,1.3056,4866.29
1.501,1.3957,4465.0
3.135,1.0707,5106.53
0.202,1.5068,4423.0
1.408,1.5977,4384.27
0.479,1.1807,4907.0
0.163,1.7674,4086.0
0.733,1.1364,5008.81
0.978,0.9781,5367.67
2.192,0.8534,5761.67
0.329,1.3545,4915.0
0.125,1.5407,4393.33
0.988,1.0469,5218.0
1.385,1.0363,5088.0
0.436,1.1839,4919.6
0.563,1.2145,4898.0
0.185,1.5094,4471.37
0.433,1.1516,4940.0
0.569,1.1599,4921.07
0.244,1.2782,4948.86
0.118,1.6462,4365.1
0.58,1.1962,4891.0
0.985,1.022,5201.15
0.435,1.098,5068.0
0.521,1.1367,4892.0
0.28,1.2897,4839.0
0.464,1.2796,4966.57
0.668,1.2409,4847.67
0.275,1.3512,4754.75
0.658,1.2845,4962.97
1.578,1.0302,5161.71
0.324,1.379,4889.5
3.361,1.2113,4894.0
0.406,1.4632,4442.05
0.995,1.0861,4984.36
29.107,1.586,4258.41
0.146,1.7273,4134.0
0.495,1.2694,5002.68
0.121,1.6409,4247.0
32.557,1.6302,4123.1
0.119,1.8784,3865.0
4.118,1.272,4945.27
0.088,2.0768,3618.0
0.727,0.9406,5472.12
0.318,1.2806,4950.5
2.224,1.1456,4981.11
0.134,1.5008,4410.2
1.826,0.9272,5376.63
1.322,0.9956,5703.13
0.293,1.2765,4851.49
0.869,1.0587,5056.33
0.166,1.4564,4440.0
0.304,1.1668,5096.5
0.501,1.3687,5006.0
0.339,1.2626,5066.67
0.408,1.3403,4985.33
0.102,1.7489,4143.38
0.17,1.4906,4460.0
0.589,1.1445,4879.76
0.215,1.3483,4743.72
1.384,1.0767,5038.22
1.253,1.0441,5186.79
0.186,1.4845,4416.25
0.747,1.2246,4890.0
0.115,1.6742,4293.0
0.634,1.259,4828.5
0.229,1.4506,4456.78
0.481,1.1789,4885.5
0.259,1.2062,4944.29
0.513,1.212,4898.0
0.323,1.3298,4799.58
0.341,1.1661,4894.67
1.401,1.0866,4999.65
2.33,1.2262,4870.0
0.227,1.4888,4411.0
0.368,1.3133,4785.52
0.392,1.3141,4740.33
0.098,1.9386,3983.0
2.058,1.0447,5148.3
0.486,1.1331,4967.43
0.09,1.7814,4153.33
0.825,1.0221,5291.36
0.08,2.0854,3640.0
1.825,1.1193,4944.25
1.426,1.1157,4937.0
1.583,1.1616,4952.05
0.677,1.1796,4899.5
0.192,1.3562,4758.77
48.345,1.452,4559.16
0.194,1.5236,4334.85
0.705,1.1433,5007.13
0.686,1.1196,4927.67
1.909,1.0136,5218.33
0.44,1.2138,4882.15
0.6,1.1692,4945.0
0.451,1.2949,5051.0
2.644,1.3436,4752.49
0.172,1.6493,4270.0
0.249,1.4442,4638.99
7.189,0.9236,5442.0
1.835,1.0753,5053.54
0.216,1.406,4780.75
1.353,1.1097,5021.02
0.258,1.2827,4823.38
1.994,0.8518,5644.0
0.128,1.8018,4193.0
33.61,1.3409,4610.64
2.929,1.1261,4975.54
0.584,1.0953,5024.0
0.073,1.9526,3787.0
6.63,1.4504,4395.5
4.567,0.9122,5443.0
0.171,1.5547,4246.24
6.801,0.8119,5776.0
2.825,1.1101,4901.54
0.127,1.5777,4409.67
2.37,1.2416,4840.67
0.186,1.8124,3933.0
0.158,1.5636,4320.0
0.11,1.7811,3940.0
48.003,1.5913,4280.87
2.757,1.0926,4944.0
1.105,1.1646,4976.0
1.64,1.5536,4302.18
0.06,2.3407,3488.0
0.647,1.1185,4923.5
0.258,1.3757,4982.56
6.697,1.3175,4801.0
0.375,1.199,4899.74
0.62,1.1661,4915.02
2.175,1.0808,5103.11
1.37,1.1854,4888.67
0.054,2.1175,3617.75
2.73,1.1786,4937.0
36.119,1.4608,4499.9
0.075,1.9903,3945.85
0.697,1.3145,4846.79
0.143,1.6744,4206.4
0.29,1.331,4738.17
4.237,1.0417,5217.5
0.515,1.2395,4860.0
0.163,1.5091,4546.5
2.106,1.0601,5096.76
0.259,1.5,4356.72
0.256,1.3383,4776.51
0.455,1.2266,4860.5
0.21,1.4675,4363.25
1.232,0.9958,5282.79
0.907,0.9889,5332.0
0.812,1.0461,5283.66
0.531,1.1946,5076.0
2.24,1.0243,5234.16
0.546,1.1662,4934.0
0.466,1.1945,4900.67
0.906,1.1408,4983.33
0.684,1.0435,5192.97
1.177,1.0565,5083.37
0.078,2.2118,4059.2
0.165,1.5725,4321.33
0.162,1.3731,4969.0
0.29,1.2881,5012.0
0.977,1.0854,5040.52
0.18,1.324,4844.85
41.999,1.4889,4484.5
0.346,1.3851,4595.42
0.784,1.2014,4891.33
0.179,1.4226,4772.44
1.374,1.0046,5253.56
0.152,1.6231,4333.0
26.232,1.4395,4478.0
0.628,1.0903,5028.19
0.467,1.0366,5168.15
0.118,1.7017,4240.5
0.248,1.5541,4358.0
0.928,1.1625,4945.38
1.085,0.9461,5202.0
0.65,1.2088,4896.5
0.198,1.6487,4232.33
0.113,2.0297,4209.63
0.285,1.4747,4562.75
0.184,1.2936,4920.0
1.081,1.0406,5102.5
1.434,1.1185,5100.57
0.615,1.2153,4867.7
0.221,1.2674,4945.06
0.148,1.63,4503.15
0.913,1.0737,5096.76
2.407,1.019,5329.0
0.729,1.1574,4869.02
1.105,1.1904,4876.83
0.75,1.2435,4991.98
1.828,1.1658,4891.02
1.458,1.1097,4987.0
0.913,1.0959,5029.56
0.573,1.2429,4623.33
0.811,1.3154,4734.32
1.247,1.2592,4813.5
0.432,1.4993,4395.0
1.868,1.5254,4512.71
0.605,1.3352,4952.5
0.559,1.3383,4841.69
2.546,1.0963,4978.13
0.372,1.3931,4569.17
0.098,1.8971,4324.0
0.839,1.2165,4900.89
0.54,1.2909,4976.0
0.155,1.6022,4255.99
0.273,1.2764,4796.05
0.165,1.4368,4457.61
0.061,1.9968,3848.59
0.186,1.5111,4397.12
0.083,1.8249,3962.25
2.268,1.6057,4282.33
0.048,2.1355,3692.96
1.087,1.5584,4321.0
0.561,1.444,4497.71
0.144,1.6359,4289.66
0.991,1.1017,4931.05
0.117,1.6236,4342.25
4.552,1.1201,4985.43
0.811,1.2239,4863.67
0.119,1.7332,4286.0
0.465,1.2213,5015.06
0.105,1.7104,4152.89
0.927,1.3063,5026.0
1.137,1.1838,4876.24
1.2,1.2347,5022.0
0.069,1.9969,3736.25
1.176,1.0346,5178.03
0.251,1.3457,4979.0
0.119,1.8306,3917.33
0.207,1.6172,4342.75
0.38,1.7547,3986.5
0.178,1.6413,4319.0
0.254,2.0302,3702.0
0.189,1.679,4243.75
1.612,0.9925,5335.5
1.028,1.177,4900.0
0.549,1.4302,4542.5
0.653,1.2197,4881.21
17.721,1.5262,4381.15
0.308,1.3178,4756.97
0.196,1.5528,4323.9
0.35,1.3375,4812.25
0.642,1.1791,4919.42
0.373,1.4842,4609.0
1.413,1.2867,4963.25
0.28,1.6048,4346.95
0.169,1.7414,4120.38
0.56,1.2736,4883.0
0.396,1.4122,4467.87
0.187,1.6045,4340.5
1.19,1.3066,4862.21
0.397,1.4499,4474.53
34.968,1.8457,3999.25
0.28,1.597,4312.0
0.96,1.3764,5001.67
0.815,1.4494,4440.0
0.7,1.6037,4374.7
0.655,1.43,4451.31
0.373,1.1862,4923.0
0.289,1.5029,4446.33
0.669,1.5096,4438.12
0.105,1.6912,4229.5
0.915,1.2629,5118.68
1.143,1.2032,4895.21
45.901,1.6671,4187.24
0.37,1.6465,4263.76
0.761,1.3446,4724.09
0.249,1.4668,4432.75
0.681,1.156,4823.85
11.942,1.3859,4821.33
0.2,1.5096,4612.16
0.122,1.8808,3822.33
0.913,1.4403,4590.97
0.869,1.2414,4928.72
0.877,1.2387,4920.61
0.129,1.7802,4231.88
0.117,1.7633,4133.91
0.355,1.2239,4865.0
0.211,1.5661,4458.5
0.595,1.2001,4919.0
1.99,1.1024,5097.33
0.478,1.1207,4988.02
0.093,1.787,4008.0
0.123,1.677,4264.0
0.141,1.5868,4312.0
1.997,1.42,4661.29
0.553,1.1411,4941.42
1.797,1.0193,5183.0
6.587,1.512,4573.9
